# e       ex0.0       as0.0      ex0.8       as0.8       ex1.3    hf0      hf0.8    hf 1.3
-2.500000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.495000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.490000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.485000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.480000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.475000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.470000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.465000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.460000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.455000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.450000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.445000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.440000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.435000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.430000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.425000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.420000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.415000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.410000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.405000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.400000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.395000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.390000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.385000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.380000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.375000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.370000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.365000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.360000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
-2.355000 0.000000   0.000000   0.000000    0.000000   0.000000  0.00000   0.000000    0.00000
